num_sujet,num_session,run,trial,character,isNoGo,duration,type
1,1,2,28,D,False,0.7389675938734106,OBS
1,1,2,29,A,False,0.7848214494827006,OBS
1,1,2,30,S,True,0.8137345370485837,OBS
1,1,2,31,L,False,0.8174689717494046,OBS
1,1,2,32,B,False,0.6945824360800399,OBS
1,1,2,33,Z,False,0.7825984016670025,OBS
1,1,2,34,I,False,0.6566140846317295,OBS
1,1,2,35,B,False,0.799149822648985,OBS
1,1,2,36,I,False,0.8151495525773482,OBS
1,1,2,37,S,True,0.7025745047257939,OBS
1,1,2,38,E,False,0.8797854311119694,OBS
1,1,2,39,J,False,0.6269635040395379,OBS
1,1,2,40,S,True,0.7779691124455789,OBS
1,1,2,41,E,False,0.9363711610469816,OBS
1,1,2,42,E,False,0.9529109130337928,OBS
1,1,2,43,N,False,0.8521368565021055,OBS
1,1,2,44,O,False,0.9057784303596754,OBS
1,1,2,45,T,False,0.969750997305756,OBS
1,1,2,46,W,False,0.7575024373200916,OBS
1,1,2,47,S,True,0.8404391405905933,OBS
1,1,2,48,O,False,0.738233377922149,OBS
1,1,2,49,J,False,0.9882067873080916,OBS
1,1,2,50,M,False,0.9742893526750214,OBS
1,1,2,51,S,True,0.9963095930308761,OBS
1,1,2,52,X,False,0.9508226340739341,OBS
1,1,2,53,F,False,0.8747235313743502,OBS
1,1,2,54,S,True,0.8538609903683663,OBS
1,1,2,55,S,True,0.9325985088128753,OBS
1,1,2,56,D,False,0.7206645124952904,OBS
1,1,2,57,F,False,0.6127661839421954,OBS
1,1,2,58,H,False,0.6764655856759767,OBS
1,1,2,59,H,False,0.7266413444647222,OBS
1,1,2,60,F,False,0.6071060385373777,OBS
